alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Anchois, filets a l'huile, semi-conserve, egoutte;182;26.4;0.2;8.45;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Carrelet ou plie, pane, frit;242;13.4;8.86;16.8;false;false;true
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Oeufs de lompe, semi-conserve;111;10.4;1;7.27;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Hareng marine ou rollmops;211;13.7;8;13.8;false;false;true
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Limande-sole, panee, frite;206;16.7;11.9;10.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Pilchard, sauce tomate, appertise, egoutte;167;13;3.99;11;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Poisson, croquette ou beignet ou nuggets, frit;255;13.2;18.4;13.7;false;true;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Poisson pane, surgele, cru;162;11;16.1;5.73;false;true;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Poisson pane, frit;193;11.9;13.4;10;false;true;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Sardine, a l'huile, appertisee, egouttee;207;24.4;0.49;12;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Sardine, sauce tomate, appertisee, egouttee;193;20.2;1.38;11.6;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon, au naturel, appertise, egoutte;111;26.8;0;0.4;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Sardine, a l'huile d'olive, appertisee, egouttee;202;24.3;1.06;11.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Surimi, batonnets, tranche ou rape saveur crabe;125;8.31;11.8;4.92;false;true;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Oeufs de cabillaud, fumes, semi-conserve;146;26.9;0.1;4.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon germon ou thon blanc, cuit a la vapeur sous pression;165;30;0;5.06;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Maquereau, filet sauce tomate, appertise, egoutte;227;17.7;1.94;16.3;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Maquereau, filet sauce moutarde, appertise, egoutte;217;20.8;1.09;14.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Maquereau, filet au vin blanc, appertise, egoutte;207;17.8;2.25;14.1;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Saumon, appertise, egoutte;180;20.5;1.5;10.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Maquereau, au naturel, appertise, egoutte;189;21.6;0;11.4;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Merlan, pane;190;12.6;13;9.57;false;true;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Foie de morue, appertise, egoutte;433;7.25;1.1;44.4;false;false;true
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Anchois au sel (anchoite, semi-conserve);128;25;0;3.1;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon germon ou thon blanc, a l'huile d'olive, appertise, egoutte;192;31.3;1.01;6.95;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon a l'huile de tournesol, entier, appertise, egoutte;206;23.3;0.76;12.2;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon albacore ou thon jaune, au naturel, appertise, egoutte;128;26.6;0.58;1.98;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Anchois commun, marine, preemballe;136;23.9;2.7;3.26;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Sardine, filets sans arêtes a l'huile d'olive, appertises, egouttes;213;21.5;0.62;13.9;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Surimi, fourre au fromage;149;6.6;9.24;9.3;false;false;true
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon a la tomate, miettes, appertisees, egouttees;130;14.6;4.33;5.93;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon, a la catalane ou a l'escabeche (sauce tomate), appertise;142;10.8;5.05;8.6;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Thon a l'huile de tournesol, miettes, appertisees, egouttees;227;23.4;0;14.8;true;false;false
viandes, œufs, poissons et assimilés;produits à base de poissons et produits de la mer;-;Oeufs de saumon, semi-conserve;224;30.8;1.5;10.5;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, blanc (blanc d'oeuf), cuit;47.3;10.3;1.12;0.17;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, jaune (jaune d'oeuf), cuit;340;16;1.31;30.1;false;false;true
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, dur;134;13.5;0.52;8.62;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, poche;138;12.5;0.71;9.47;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, a la coque;142;12.2;1.08;9.82;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, au plat, frit, sale;204;14.3;0.74;16;false;false;true
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, brouille, avec matiere grasse;145;9.99;1.62;11;false;false;true
viandes, œufs, poissons et assimilés;œufs;œufs cuits;Oeuf, au plat, sans matiere grasse;147;13.8;1.01;9.72;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf, cru;140;12.7;0.27;9.83;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf, blanc (blanc d'oeuf), cru;48.1;10.8;0.85;0.19;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf, jaune (jaune d'oeuf), cru;307;15.5;1.09;26.7;false;false;true
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf de caille, cru;154;13.1;0.41;11.1;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf de cane, cru;181;13;1.31;13.8;false;false;true
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf d'oie, cru;180;13.8;1.4;13.3;true;false;false
viandes, œufs, poissons et assimilés;œufs;œufs crus;Oeuf de dinde, cru;166;13.7;1.13;11.9;true;false;false
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Oeuf, jaune (jaune d'oeuf), en poudre;660;34.1;2.77;57;false;false;true
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Oeuf, blanc (blanc d'oeuf), en poudre;356;81.2;7.73;0;true;false;false
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Oeuf, en poudre;582;47.9;3.11;42;true;false;false
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Omelette au fromage;255;17.7;2.56;19.3;false;false;true
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Omelette aux lardons;267;12.5;1.46;23.5;false;false;true
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Omelette aux champignons;125;8.09;2.28;9.2;false;false;true
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Omelette aux fines herbes;147;9.5;1.98;11.2;false;false;true
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), preemballee;165;5.56;11.7;9.9;false;true;false
viandes, œufs, poissons et assimilés;œufs;omelettes et autres ovoproduits;Omelette, garnitures diverses : legumes, fromages, viandes... (aliment moyen);184;9.82;5.07;13.5;false;false;true
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Proteine de soja texturee, rehydratee;150;18.6;7.03;2.9;true;false;false
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Tofu nature, preemballe;148;13.4;2.87;8.5;true;false;false
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Tofu fume, preemballe;164;14.9;2.91;9.5;true;false;false
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Bouchees ou emince vegetal au soja et ble (convient aux veganes ou vegetaliens), preemballe;157;19.5;6.76;3.7;true;false;false
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Bouchees ou emince au soja et ble  (ne convient pas aux veganes ou vegetaliens), preemballe;185;17.6;8.19;7;true;false;false
viandes, œufs, poissons et assimilés;substitus de produits carnés;-;Seitan, preemballe;134;20.6;6.74;2.5;true;false;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait entier, UHT;65.1;3.32;4.85;3.63;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait entier, pasteurise;56.5;3.3;3.47;3.3;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait demi-ecreme, UHT, enrichi en vitamine D seulement;46.6;3.38;4.8;1.52;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait a 1,2% de matiere grasse, UHT, enrichi en plusieurs vitamines;44.1;3.38;4.79;1.25;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait, teneur en matiere grasse inconnue, UHT (aliment moyen);47.3;3.38;4.82;1.59;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait demi-ecreme, UHT;47;3.38;4.83;1.55;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait demi-ecreme, pasteurise;46.4;3.19;4.9;1.54;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait ecreme, UHT;33.4;3.51;4.64;0.06;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait ecreme, pasteurise;34.5;3.28;4.99;0.19;false;true;false
produits laitiers et assimilés;laits;laits de vaches liquides (non concentrés);Lait demi-ecreme (ou a teneur en matiere grasse legerement inferieure) a teneur reduite en lactose;44.4;3.45;4.69;1.29;false;true;false
produits laitiers et assimilés;laits;laits autres que de vache;Lait de chevre, entier, UHT;56.1;3.39;4.35;2.83;false;true;false
produits laitiers et assimilés;laits;laits autres que de vache;Lait de chevre, demi-ecreme, UHT;45.8;3.77;4.13;1.57;false;true;false
produits laitiers et assimilés;laits;laits autres que de vache;Lait de chevre, entier, cru;57.4;3.22;4.01;3.2;false;true;false
produits laitiers et assimilés;laits;laits autres que de vache;Lait de jument, entier;50;2.41;6.18;1.73;false;true;false
produits laitiers et assimilés;laits;laits autres que de vache;Lait de brebis, entier;103;5.68;4.5;6.97;false;false;true
produits laitiers et assimilés;laits;laits de vache concentrés ou en poudre;Lait en poudre, entier;499;27.4;37.5;26.8;false;true;false
produits laitiers et assimilés;laits;laits de vache concentrés ou en poudre;Lait concentre non sucre, entier;122;6.44;9.91;5.9;false;true;false
produits laitiers et assimilés;laits;laits de vache concentrés ou en poudre;Lait concentre sucre, entier;323;7.7;55.6;7.87;false;true;false
produits laitiers et assimilés;laits;laits de vache concentrés ou en poudre;Lait en poudre, demi-ecreme;459;31.5;43.4;17.5;false;true;false
produits laitiers et assimilés;laits;laits de vache concentrés ou en poudre;Lait en poudre, ecreme;361;35.3;54;0.7;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactee, lait fermente ou yaourt a boire, aromatise, sucre;73.7;2.98;11.6;1.4;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Boisson lactee, lait fermente ou yaourt a boire, aux fruits, sucre;82.8;3.09;13.1;1.69;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermente ou specialite laitiere type yaourt, aromatise, sucre, au bifidus;94.4;3.83;11.5;3.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermente ou specialite laitiere type yaourt, aux fruits, sucre, au bifidus;97.2;3.57;13;3.01;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermente ou specialite laitiere type yaourt, nature, au bifidus;64.5;3.84;3.47;3.6;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt a la grecque, au lait de brebis;69.1;3.84;4.99;3.4;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt au lait de brebis, aromatise, sucre;93.7;5.04;9.33;3.7;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt au lait de chevre, nature, 5% MG environ;73.4;4.15;1.12;5.2;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise, avec edulcorants, 0% MG;54.5;4.53;8.29;0.06;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise, sucre;89.1;3.42;12.2;2.6;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aux copeaux de chocolat, a la creme, sucre;122;3.51;14.1;5.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aux fruits, avec edulcorants, 0% MG;38.9;4.21;3.72;0.3;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aux fruits, sucre;95.7;3.61;14.2;2.4;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aux fruits, sucre, a la creme;109;2.42;14.5;4.28;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, nature;45.5;3.96;2.65;1.5;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, nature, 0% MG;39.4;4.82;4.1;0.064;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, nature, a la creme;115;3.06;3.08;9.8;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, nature, sucre;84.3;3.48;12.5;1.95;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou specialite laitiere nature (aliment moyen);56.8;3.88;4.73;2.3;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou specialite laitiere nature ou aux fruits (aliment moyen);69.4;3.65;7.47;2.5;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt ou specialite laitiere aux fruits (aliment moyen);93.1;3.2;12.8;2.89;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Specialite laitiere type encas, riche en proteines, sur lit de fruits, sucree;98.3;7.46;11.5;2.29;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits, 0% MG (aliment moyen);42.4;4.29;4.92;0.13;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits, non allege en MG (aliment moyen);93.2;3.24;12.9;2.81;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits, avec edulcorants (aliment moyen);42.4;4.29;4.92;0.13;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits, sucre (aliment moyen);93.3;3.24;13;2.83;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits, sucre, non allege en MG (aliment moyen);93.2;3.24;13;2.83;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Yaourt, lait fermente ou specialite laitiere, aromatise ou aux fruits (aliment moyen);89.3;3.32;12.4;2.63;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermente a boire, nature, maigre;33.6;3.51;2.18;0.6;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;yaourts et spécialités laitières type yaourt;Lait fermente a boire, nature, au lait entier;55.7;3.38;1.99;3.2;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage blanc nature ou aux fruits (aliment moyen);87.7;7.1;5.68;4.31;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Faisselle, 6% MG environ;84.2;4.47;3.57;5.5;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage blanc nature, 0% MG;49.4;7.95;3.89;0.044;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage blanc nature, 3% MG environ;76.9;8.03;3.46;3.26;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage blanc nature, gourmand, 8% MG environ;116;6.19;5.25;7.65;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage frais type petit suisse, aux fruits, 2-3% MG;92.7;6.7;9.34;2.8;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage frais type petit suisse, nature, 4% MG environ;88.8;9.95;2.84;4;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage frais type petit suisse, nature, 10% MG environ;149;9.7;3.17;10.4;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;fromages blancs;Fromage frais type petit suisse, aromatise ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;90.4;5.74;10.2;2.5;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert, allegee en MG, rayon frais;79.2;3.64;12.4;1.3;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Flan aux oeufs, rayon frais;111;4.08;18.5;2.2;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Lait gelifie aromatise, nappe caramel, rayon frais;91.9;2.55;16.7;1.3;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Panna cotta, avec preparations de fruits ou caramel, rayon frais;198;2.74;14.9;13;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Gateau de semoule aux raisins et caramel, rayon frais;146;3.81;24.8;3.4;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Gateau de riz au caramel, rayon frais;143;3.19;25.4;3.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Milk-shake, provenant de fast food;126;3.38;17.4;4.66;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert au chocolat, rayon frais;130;3.39;19.9;3.93;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Mousse au chocolat (base laitiere), rayon frais;150;5.42;21.3;4.4;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme caramel, rayon frais;132;4.45;20.6;3.6;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme aux oeufs (petit pot de creme chocolat, vanille, etc.), rayon frais;176;4.32;19.4;8.88;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Riz au lait, rayon frais;126;3.34;21.4;3.01;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme brûlee, rayon frais;272;4.46;16.6;20.8;false;false;true
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert a la vanille, appertisee;132;3.7;21.1;3.62;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Ile flottante, rayon frais;129;4.98;19.8;3.31;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Semoule au lait, rayon frais;121;3.46;19.4;3.23;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Mousse aux fruits, rayon frais;53.1;6.25;5.51;0.3;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert a la vanille, rayon frais;105;3.06;14.4;3.6;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert, rayon frais (aliment moyen);133;3.42;17.9;5.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Mousse liegeoise (chocolat, cafe, caramel ou vanille), rayon frais;186;3.62;20;10.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert au cafe, rayon frais;116;2.93;17.8;3.69;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert au caramel, rayon frais;117;2.92;18.6;3.47;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert, appertisee (aliment moyen);135;3.49;21.4;3.52;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert au chocolat, appertisee;138;3.25;21.8;3.42;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts lactés;Creme dessert, rayon frais ou appertisee (aliment moyen);133;3.42;18;5.07;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Cheesecake ou Gateau au fromage frais, preemballe;330;4.57;31.7;20.3;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Tiramisu, preemballe;241;4.25;30.4;9.8;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Mousse a la creme de marrons, preemballee;207;2.17;34.4;6.5;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Profiteroles (creme patissiere et sauce chocolat), preemballees;273;5.51;34.3;12.2;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Gateau de semoule, appertise;150;2.85;27.4;3.03;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Mousse au chocolat traditionnelle, preemballee;303;6.52;25.6;18.6;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Clafoutis aux fruits, preemballe;192;5.22;27.2;6.51;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Liegeois aux fruits, preemballe;147;1.5;16;8.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Gateau de riz, appertise;115;4.29;20;1.9;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Gateau au chocolat, coeur fondant, preemballe (rayon frais);364;6.86;41.9;18.1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Pain perdu;218;6;29;8.45;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Lait de poule, sans alcool;87.8;4.55;8.05;4.19;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;autres desserts;Creme patissiere;120;3.79;18;3.6;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, aux fruits, sucre, enrichi en calcium, fermente, preemballe;86.7;2.74;12.9;2.3;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, nature, non sucre, non enrichi, fermente, preemballe;44.7;3.76;2.05;1.9;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, nature, non sucre, enrichi en calcium, fermente, preemballe;42;3.59;1.1;2.1;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, aux fruits, sucre, non enrichi, fermente, preemballe;78;3.31;11;1.7;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, aux amandes, fermente, preemballe;56;3.65;2.85;2.8;true;false;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, aromatise, sucre, enrichi en calcium, preemballe;95;3.25;15.3;1.9;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert au soja, aromatise, sucre, non enrichi, preemballe;93.1;2.74;16;1.7;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert vegetal sans soja (amande, avoine, chanvre, coco, riz), aromatise, sucre, non enrichi, preemballe;148;1.66;15.8;8;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Dessert vegetal sans soja (coco, riz), aux fruits, sucre, enrichi en calcium, fermente, preemballe;76.6;0.42;16;1;false;true;false
produits laitiers et assimilés;produits laitiers frais et assimilés;desserts végétaux;Mousse au chocolat vegetale, preemballee;262;6.69;24.3;14;false;true;false
produits laitiers et assimilés;fromages et assimilés;-;Fromage (aliment moyen);338;21.8;0.56;27.4;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromages à pâte molle;Fromage a pate molle et croûte lavee (aliment moyen);320;20.6;0;26.5;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromages à pâte pressée;Fromage a pate pressee cuite (aliment moyen);390;28;0;30.8;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromages à pâte pressée;Fromage de lactoserum de brebis;190;10.1;4.3;14.8;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromage fondus;Fromage fondu en tranchettes;246;14.1;5.34;18.5;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromage fondus;Fromage fondu en portions ou en cubes environ 20% MG;242;10.7;6.38;19.3;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromage fondus;Fromage fondu double creme, environ 31% MG;311;9.06;1.78;29.6;false;false;true
produits laitiers et assimilés;fromages et assimilés;fromage fondus;Cancoillotte (specialite fromagere fondue);151;13.8;0.5;10.5;true;false;false
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Fromage type feta, au lait de vache;270;16.4;1.42;21.7;false;false;true
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Fromage type feta, au lait de vache, a l'huile et aux aromates;283;17.6;0.16;23.4;false;false;true
